eff_distance_m,time_diff_s,same_type,causally_linked,both_person_type,both_at_home,any_unknown_anchor,same_user,min_user_ratio,sum_gps_error,label,source
0.0,106.0,1,0,0,0,0,0,0.642,45.4,1,حريق+طبي مستقلان
0.0,248.0,1,0,0,0,0,0,0.55,98.8,1,عضوي موجب
57.7,187.0,1,0,0,0,0,0,0.707,41.5,1,عضوي موجب
4751.1,10129808.0,1,0,0,0,0,0,0.875,32.4,0,عضوي سالب
48.3,239.0,1,0,0,0,1,0,0.789,55.7,1,عضوي موجب
6.4,121.0,1,0,0,0,1,0,0.738,67.4,1,عضوي موجب
4089.6,4682265.0,0,0,0,0,0,0,0.619,64.9,0,عضوي سالب
748.1,25202637.0,1,0,0,0,1,0,0.683,48.7,0,عضوي سالب
438.3,77.0,1,0,0,0,0,0,0.643,39.0,0,حريقان متجاوران
49.9,76.0,1,0,0,0,1,0,0.608,60.4,1,عضوي موجب
69.2,263.0,1,0,0,0,0,0,0.463,54.2,1,عضوي موجب
96.3,202.0,1,0,0,0,0,0,0.582,40.2,1,عضوي موجب
86.1,34.0,1,0,0,0,0,0,0.595,63.1,1,عضوي موجب
3116.6,12706490.0,0,1,0,0,0,0,0.719,42.9,0,عضوي سالب
31.1,298.0,1,0,0,0,0,0,0.755,62.7,1,عضوي موجب
332.6,64.0,1,0,0,0,0,0,0.743,86.6,1,تشتت واسع
0.0,197.0,1,0,0,0,0,0,0.812,39.9,1,كاذب انتهازي
1840.3,4651647.0,1,0,0,0,0,0,0.779,40.2,0,عضوي سالب
549.6,21808098.0,1,0,0,0,1,0,0.246,59.4,0,عضوي مع كاذب
78.0,24.0,1,0,0,0,0,0,0.639,50.5,1,عضوي موجب
2176.2,51001.0,0,0,0,0,1,0,0.733,62.2,0,عضوي سالب
66.5,128.0,1,0,0,0,0,0,0.783,70.0,1,عضوي موجب
89.8,1215.0,1,0,0,0,0,0,0.628,54.7,0,سلسلة حوادث سير
427.4,69.0,1,0,0,0,0,0,0.659,31.1,0,حريقان متجاوران
0.0,1140.7,1,0,0,0,0,0,0.619,60.3,1,مبلغ متأخر
15.4,345.0,1,0,0,0,1,0,0.515,84.0,1,عضوي موجب
0.0,1492.8,1,0,0,0,0,0,0.707,53.6,0,نفس المكان بفاصل زمني
0.0,201.0,1,0,0,0,1,0,0.685,68.9,1,عضوي موجب
12.4,129.0,1,0,0,0,0,0,0.737,67.6,1,عضوي موجب
0.0,108.0,1,0,0,1,0,1,0.882,37.6,1,عضوي موجب
7819.1,6365426.0,0,0,0,0,1,0,0.744,44.5,0,عضوي سالب
0.0,157.0,1,0,0,0,0,1,0.86,54.8,1,عضوي موجب
22.3,165.0,1,0,0,0,1,0,0.835,25.3,1,عضوي موجب
6.5,262.0,1,0,0,0,1,0,0.757,40.4,1,عضوي موجب
1191.0,11629590.0,0,1,0,0,0,0,0.734,51.0,0,عضوي سالب
70.2,253.0,1,0,0,0,0,0,0.687,60.2,1,عضوي موجب
6438.2,1093747.0,0,0,0,0,0,0,0.704,92.2,0,عضوي سالب
33.3,440.0,1,0,0,0,0,0,0.904,26.6,1,عضوي موجب
0.0,119.0,1,0,0,0,0,0,0.887,63.8,1,عضوي موجب
399.7,195.0,1,0,0,0,0,0,0.894,90.0,1,تشتت واسع
2.9,315.0,0,1,0,0,0,0,0.78,30.2,1,انفجار مركب
0.0,1884.2,1,0,0,0,0,0,0.633,39.2,0,نفس المكان بفاصل زمني
2649.9,398584.0,0,0,0,0,1,0,0.685,42.2,0,عضوي سالب
0.0,48.0,1,0,1,1,0,0,0.766,56.5,0,جيران طبيون
0.0,465.0,1,0,0,0,0,0,0.932,66.6,1,عضوي موجب
7.6,218.0,1,0,0,0,0,0,0.819,60.6,1,عضوي موجب
1324.8,16597224.0,0,0,0,0,0,0,0.637,49.4,0,عضوي سالب
15.3,380.0,1,0,0,0,0,0,0.772,51.4,1,عضوي موجب
16.8,242.0,1,0,0,0,0,0,0.734,34.1,1,عضوي موجب
8219.4,5136874.0,1,0,0,0,0,0,0.748,78.3,0,عضوي سالب
8202.6,16449630.0,0,0,0,0,1,0,0.739,40.7,0,عضوي سالب
12412.7,1083079.0,1,0,0,0,1,0,0.741,86.9,0,عضوي سالب
15.8,386.0,1,0,0,0,0,0,0.752,43.8,1,عضوي موجب
180.7,67.0,1,0,0,0,0,0,0.723,84.9,1,تشتت واسع
485.4,131.0,1,0,0,0,0,0,0.709,58.1,0,حريقان متجاوران
0.0,52.0,1,0,0,0,1,0,0.676,77.1,1,عضوي موجب
0.0,1044.5,1,0,0,0,0,0,0.628,58.4,1,مبلغ متأخر
45.6,56.0,1,0,1,0,0,0,0.637,51.7,1,عضوي موجب
0.0,62.0,1,0,0,0,0,0,0.8,66.8,1,عضوي موجب
278.9,149.0,1,0,0,0,0,0,0.909,41.9,0,حريقان متجاوران
15.7,85.0,1,0,0,1,0,0,0.637,55.0,1,عضوي موجب
0.0,38.0,1,0,0,1,0,1,0.582,87.4,1,عضوي موجب
0.0,81.0,1,0,0,0,0,0,0.903,56.2,1,مبلغ متأخر
121.7,162.0,1,0,0,0,0,0,0.742,28.0,1,عضوي موجب
0.0,144.0,1,0,0,0,0,0,0.606,53.6,1,كاذب انتهازي
5153.4,7855358.0,0,1,0,0,0,0,0.715,65.1,0,عضوي سالب
29.4,226.0,1,0,0,0,0,0,0.804,66.1,1,عضوي موجب
5056.6,12262332.0,0,1,0,0,0,0,0.708,37.7,0,عضوي سالب
1.4,1184.7,1,0,0,0,0,0,0.618,24.6,1,مبلغ متأخر
0.0,48.0,1,0,1,0,0,0,0.821,34.0,1,عضوي موجب
5076.2,22597928.0,0,0,0,0,0,0,0.626,41.2,0,عضوي سالب
0.0,48.0,1,0,0,0,0,0,0.595,76.8,1,عضوي موجب
17.6,157.0,1,0,0,0,0,0,0.823,34.2,1,عضوي موجب
4880.5,3825637.0,0,0,0,0,0,0,0.728,57.4,0,عضوي سالب
0.0,10.0,1,0,0,0,0,0,0.693,62.3,1,عضوي موجب
4743.6,7460983.0,0,1,0,0,0,0,0.736,32.2,0,عضوي مع كاذب
0.0,207.0,1,0,0,0,0,0,0.618,41.3,1,عضوي موجب
8363.0,5912295.0,1,0,0,0,0,0,0.855,55.9,0,عضوي سالب
0.0,179.0,1,0,0,0,1,0,0.842,63.7,1,عضوي موجب
71.2,131.0,1,0,1,0,1,0,0.741,63.1,1,عضوي موجب
553.6,169.0,1,0,0,0,0,0,0.698,78.2,1,تشتت واسع
0.0,140.0,1,0,0,0,0,0,0.824,46.7,1,عضوي موجب
3812.7,13351068.0,0,0,0,0,0,0,0.347,77.1,0,عضوي سالب
44.8,76.0,1,0,0,0,0,0,0.745,33.9,1,عضوي موجب
26.1,380.0,1,0,0,0,1,0,0.8,46.4,1,عضوي موجب
4153.9,5591873.0,1,0,0,0,0,0,0.812,48.2,0,عضوي سالب
3670.9,10526202.0,0,0,0,0,1,0,0.641,33.9,0,عضوي سالب
86.1,325.0,1,0,0,0,0,0,0.595,63.1,1,عضوي موجب
0.0,1427.6,1,0,0,0,0,0,0.62,31.2,0,نفس المكان بفاصل زمني
58.9,252.0,1,0,0,0,0,0,0.768,32.6,1,عضوي موجب
88.4,206.0,1,0,0,0,0,0,0.712,92.0,1,تشتت واسع
68.5,22.0,1,0,0,0,1,0,0.707,27.3,1,عضوي موجب
20.6,197.0,1,0,1,0,0,0,0.733,30.0,1,انفجار مركب
0.0,80.0,1,0,0,0,1,0,0.835,25.4,1,عضوي موجب
4951.9,9808286.0,0,1,0,0,0,0,0.942,53.2,0,عضوي سالب
0.0,50.0,0,1,0,1,0,0,0.886,58.4,1,انفجار مركب
0.0,191.0,1,0,1,0,0,0,0.497,74.3,1,عضوي موجب
7751.3,849252.0,0,1,0,0,1,0,0.608,32.8,0,عضوي مع كاذب
58.1,275.0,1,0,0,0,1,0,0.734,40.9,1,عضوي موجب
76.0,175.0,1,0,0,0,1,0,0.296,36.1,0,كاذب انتهازي
91.4,192.0,1,0,0,1,0,0,0.59,62.6,1,عضوي موجب
239.2,17.0,0,1,0,0,0,0,0.849,54.0,0,حريق+طبي مستقلان
0.0,58.0,1,0,0,0,1,0,0.876,52.1,1,عضوي موجب
5786.0,10425208.0,1,0,0,0,0,0,0.888,37.9,0,عضوي سالب
6084.5,751509.0,0,0,0,0,1,0,0.861,49.2,0,عضوي سالب
0.0,1443.3,1,0,0,0,0,0,0.66,44.1,0,نفس المكان بفاصل زمني
6.6,83.0,1,0,0,0,0,0,0.685,74.6,1,عضوي موجب
373.9,827298.0,1,0,0,0,0,0,0.763,67.0,0,عضوي سالب
0.0,110.0,1,0,0,0,0,0,0.684,36.9,1,حريق+طبي مستقلان
40.7,87.0,1,0,0,0,0,0,0.514,72.5,1,عضوي موجب
22.7,176.0,1,0,0,0,0,0,0.514,60.7,1,عضوي موجب
98.5,4.0,1,0,0,0,0,0,0.771,81.4,1,تشتت واسع
31.6,109.0,1,0,0,0,0,0,0.619,67.5,1,عضوي موجب
324.9,148.0,0,1,0,1,0,0,0.755,41.3,0,حريق+طبي مستقلان
483.2,50.0,1,0,0,0,0,0,0.748,65.0,1,تشتت واسع
6425.1,24779422.0,0,1,0,0,0,0,0.47,93.3,0,عضوي سالب
257.3,42.0,1,0,0,0,0,0,0.619,84.3,1,تشتت واسع
0.0,164.0,1,0,0,0,0,0,0.727,41.8,1,كاذب انتهازي
11597.4,16896382.0,0,0,0,0,0,0,0.636,40.4,0,عضوي سالب
14.1,17.0,1,0,1,0,0,0,0.83,51.2,1,عضوي موجب
0.0,441.0,1,0,0,0,0,0,0.724,56.4,1,عضوي موجب
3220.6,87352.0,0,1,0,0,0,0,0.607,25.8,0,عضوي سالب
0.0,126.0,1,0,0,0,0,0,0.716,49.5,1,حريق+طبي مستقلان
0.0,781.5,1,0,0,0,0,0,0.67,52.8,1,مبلغ متأخر
8995.8,19029799.0,0,0,0,0,0,0,0.783,63.5,0,عضوي سالب
0.0,1920.6,1,0,0,0,0,0,0.606,45.5,0,نفس المكان بفاصل زمني
3002.8,14347736.0,1,0,1,1,0,0,0.608,65.9,0,عضوي سالب
0.0,161.0,1,0,0,0,0,0,0.88,81.6,1,تشتت واسع
0.0,209.0,1,0,0,0,0,0,0.763,67.6,1,عضوي موجب
11.9,7.0,0,1,0,1,0,0,0.643,51.2,1,انفجار مركب
0.0,298.0,1,0,0,0,0,0,0.737,71.2,1,عضوي موجب
5332.7,6351677.0,0,1,0,0,1,0,0.459,71.5,0,عضوي سالب
0.0,34.0,1,0,0,0,1,0,0.737,96.8,1,عضوي موجب
55.9,161.0,1,0,0,0,0,0,0.827,34.1,1,عضوي موجب
344.8,136.0,1,0,0,0,0,0,0.697,73.3,1,تشتت واسع
0.0,110.0,0,1,0,1,0,0,0.713,39.0,1,انفجار مركب
11215.3,14322707.0,0,1,0,0,0,0,0.828,69.9,0,عضوي سالب
0.0,193.0,1,0,0,0,0,0,0.639,83.5,1,عضوي موجب
57.8,292.0,1,0,0,0,0,0,0.566,34.2,1,عضوي موجب
0.0,421.0,1,0,0,0,1,0,0.737,73.9,1,عضوي موجب
622.4,10855065.0,0,1,0,0,1,0,0.923,51.2,0,عضوي سالب
6.0,122.0,1,0,0,0,0,0,0.745,42.9,1,عضوي موجب
958.4,22901745.0,0,0,0,0,0,0,0.421,46.0,0,عضوي مع كاذب
11.7,20.0,1,0,0,0,0,0,0.706,25.8,1,حريق+طبي مستقلان
0.0,127.0,1,0,0,0,0,0,0.806,48.6,1,حريقان متجاوران
5203.3,14284008.0,0,0,0,0,1,0,0.9,19.5,0,عضوي سالب
40.0,134.0,1,0,0,0,0,0,0.838,41.1,1,عضوي موجب
0.0,1257.1,1,0,0,0,0,0,0.728,37.7,0,نفس المكان بفاصل زمني
0.0,53.0,1,0,0,0,1,0,0.836,48.9,1,عضوي موجب
1.0,241.0,1,0,0,0,1,0,0.737,76.9,1,عضوي موجب
136.3,0.0,1,0,0,0,1,0,0.824,58.3,1,عضوي موجب
4325.8,17415300.0,0,0,0,0,0,0,0.891,15.7,0,عضوي مع كاذب
6344.5,16212088.0,0,0,0,0,0,0,0.858,60.5,0,عضوي سالب
11142.8,17379585.0,1,0,0,0,1,0,0.724,65.9,0,عضوي سالب
0.0,15.0,1,0,0,0,1,0,0.738,66.0,1,عضوي موجب
0.0,380.0,1,0,0,0,0,0,0.742,56.4,1,عضوي موجب
32.8,58.0,1,0,0,0,1,0,0.623,44.4,1,مشاهدون بعيدون
7.1,268.0,1,0,0,0,1,0,0.768,28.4,1,عضوي موجب
53.8,87.0,1,0,0,0,0,0,0.737,46.3,1,عضوي موجب
401.8,11.0,1,0,0,0,0,0,0.65,71.9,1,تشتت واسع
5.5,240.0,1,0,0,0,0,0,0.621,31.6,1,حريق+طبي مستقلان
24.6,79.0,1,0,0,0,0,0,0.681,39.9,1,عضوي موجب
249.4,37.0,1,0,0,0,0,0,0.657,94.7,1,تشتت واسع
115.4,125.0,1,0,0,0,0,0,0.76,74.2,1,تشتت واسع
0.0,3.0,1,0,0,0,0,0,0.857,48.1,1,نفس المكان بفاصل زمني
0.0,149.0,1,0,1,0,0,1,0.461,75.2,1,عضوي موجب
13.9,34.0,1,0,0,0,0,0,0.775,71.7,1,عضوي موجب
36.8,16.0,1,0,0,0,0,0,0.748,48.3,1,عضوي موجب
0.0,158.0,1,0,0,0,0,0,0.76,77.1,1,عضوي موجب
319.1,2880.0,0,1,0,0,0,1,0.911,46.8,0,نفس المستخدم حادثان
28.4,169.0,0,1,0,0,0,0,0.682,31.9,1,انفجار مركب
2204.0,2530416.0,1,0,0,1,0,0,0.637,48.7,0,عضوي سالب
0.0,45.0,1,0,0,0,0,0,0.628,37.9,1,حريق+طبي مستقلان
5417.5,2579595.0,0,0,0,0,0,0,0.807,71.3,0,عضوي سالب
5838.4,23237519.0,1,0,1,1,0,0,0.778,40.6,0,عضوي سالب
0.0,366.0,1,0,0,0,0,0,0.812,69.7,1,عضوي موجب
6221.2,4923934.0,1,0,1,0,0,0,0.532,55.7,0,عضوي سالب
108.5,59.0,1,0,0,0,0,0,0.905,29.7,1,عضوي موجب
0.0,143.0,1,0,1,0,0,0,0.8,63.7,1,عضوي موجب
98.6,168.0,1,0,0,0,0,0,0.639,27.6,1,عضوي موجب
153.7,278.0,1,0,0,0,0,0,0.619,84.2,1,تشتت واسع
511.5,38.0,1,0,0,0,0,0,0.653,42.0,0,حريقان متجاوران
102.3,140.0,1,0,0,0,0,0,0.855,52.6,1,عضوي موجب
129.3,220.0,1,0,0,0,0,0,0.853,45.7,1,عضوي موجب
6694.2,16141175.0,0,1,0,0,0,0,0.628,38.0,0,عضوي سالب
2358.2,25565662.0,0,1,0,0,0,0,0.825,74.0,0,عضوي سالب
5141.6,16545198.0,1,0,0,0,1,0,0.687,56.2,0,عضوي سالب
38.5,180.0,1,0,0,0,0,0,0.804,53.5,1,عضوي موجب
7404.1,17988660.0,1,0,0,0,0,0,0.812,42.5,0,عضوي سالب
9361.2,1535953.0,0,1,0,0,1,0,0.183,48.8,0,عضوي مع كاذب
24.6,145.0,1,0,0,0,1,0,0.862,28.0,1,عضوي موجب
1151.1,26855809.0,0,1,0,0,1,0,0.131,66.0,0,عضوي مع كاذب
3805.0,5566164.0,0,0,0,0,0,0,0.581,80.2,0,عضوي سالب
54.4,23.0,1,0,0,0,0,0,0.772,36.5,1,عضوي موجب
0.0,346.0,1,0,0,0,0,0,0.671,97.3,1,عضوي موجب
0.0,50.0,1,0,0,0,0,0,0.858,63.5,1,عضوي موجب
1126.0,5913691.0,0,0,0,0,0,0,0.942,49.4,0,عضوي سالب
0.0,1786.8,1,0,0,0,0,0,0.816,32.2,0,نفس المكان بفاصل زمني
0.0,6.0,1,0,0,0,0,0,0.676,92.9,1,عضوي موجب
3828.6,1808617.0,1,0,1,0,0,0,0.709,51.6,0,عضوي سالب
3086.9,1552356.0,0,1,0,0,0,0,0.702,74.9,0,عضوي سالب
1235.4,13972537.0,0,1,0,0,0,0,0.804,75.9,0,عضوي سالب
4.7,22.0,1,0,0,0,0,0,0.617,46.4,1,عضوي موجب
64.3,304.0,1,0,0,0,0,0,0.637,55.4,1,عضوي موجب
7.2,110.0,1,0,0,0,1,0,0.515,88.2,1,عضوي موجب
0.0,42.0,1,0,0,0,0,0,0.623,40.5,1,نفس المكان بفاصل زمني
21.1,417.0,1,0,0,0,0,0,0.72,34.2,1,عضوي موجب
0.0,218.0,1,0,0,0,0,1,0.905,44.6,1,عضوي موجب
11.2,1456.8,1,0,0,0,0,0,0.769,41.8,0,نفس المكان بفاصل زمني
4223.1,3922513.0,1,0,0,0,1,0,0.365,51.2,0,عضوي سالب
6092.0,17023742.0,1,0,1,0,0,0,0.637,49.9,0,عضوي سالب
5324.2,2809136.0,0,0,0,0,0,0,0.937,54.4,0,عضوي سالب
235.7,14.0,0,1,0,0,0,0,0.619,33.4,0,حريق+طبي مستقلان
0.0,637.5,1,0,0,0,0,0,0.753,47.7,1,مبلغ متأخر
34.5,328.0,1,0,0,0,1,0,0.845,71.2,1,عضوي موجب
6981.4,11899168.0,0,1,0,0,1,0,0.744,32.4,0,عضوي سالب
5.8,65.0,1,0,1,1,0,0,0.659,48.7,0,جيران طبيون
2621.5,606193.0,0,1,0,0,0,0,0.669,47.2,0,عضوي سالب
36.2,31.0,1,0,0,0,0,0,0.591,61.4,1,عضوي موجب
0.0,97.0,0,1,0,0,0,0,0.755,50.8,1,انفجار مركب
0.0,318.0,1,0,0,0,0,0,0.558,46.4,1,عضوي موجب
36.9,142.0,0,1,0,0,0,0,0.667,26.9,1,انفجار مركب
0.0,100.0,0,1,0,0,0,0,0.721,42.7,1,انفجار مركب
2.9,24.0,1,0,0,0,0,0,0.729,55.0,1,عضوي موجب
70.8,161.0,1,0,0,0,1,0,0.588,24.0,1,عضوي موجب
22.9,174.0,1,0,0,0,0,0,0.681,93.4,1,عضوي موجب
4284.8,15748754.0,0,1,0,1,0,0,0.844,83.4,0,عضوي سالب
31.9,3.0,1,0,0,0,1,0,0.9,51.8,1,عضوي موجب
0.0,437.0,1,0,0,0,0,0,0.755,83.2,1,عضوي موجب
4945.9,20192919.0,0,1,0,0,0,0,0.799,58.5,0,عضوي سالب
0.0,84.0,1,0,0,0,0,0,0.821,79.5,1,عضوي موجب
4866.7,4859381.0,0,1,0,0,0,0,0.725,49.6,0,عضوي سالب
5104.2,17828597.0,0,1,0,0,1,0,0.74,77.3,0,عضوي سالب
53.5,313.0,1,0,0,0,0,0,0.799,19.1,1,عضوي موجب
0.0,8.0,1,0,0,0,0,0,0.704,25.3,1,حريقان متجاوران
10938.0,9899226.0,0,1,0,0,0,0,0.86,42.8,0,عضوي سالب
0.0,50.0,0,1,0,0,0,0,0.691,51.3,1,انفجار مركب
38.5,159.0,1,0,0,0,0,0,0.76,82.0,1,تشتت واسع
25.4,13.0,1,0,0,0,0,0,0.671,81.3,1,تشتت واسع
5553.6,4089321.0,0,0,0,0,0,0,0.774,62.5,0,عضوي سالب
75.0,85.0,1,0,0,0,0,0,0.71,71.4,1,تشتت واسع
0.0,32.0,1,0,0,0,0,0,0.815,50.7,1,حريقان متجاوران
0.0,202.0,1,0,0,0,0,0,0.713,71.7,1,تشتت واسع
0.0,1860.7,1,0,0,0,0,0,0.697,43.0,0,نفس المكان بفاصل زمني
150.1,84.0,1,0,0,0,0,0,0.799,83.1,1,تشتت واسع
1399.8,10580287.0,1,0,1,1,0,0,0.87,66.8,0,عضوي سالب
52.2,63.0,1,0,0,0,0,0,0.744,52.3,1,عضوي موجب
18.1,64.0,1,0,0,0,0,0,0.71,38.6,1,عضوي موجب
31.9,45.0,0,1,0,0,0,0,0.662,50.8,1,انفجار مركب
7.3,1133.9,1,0,0,0,0,0,0.832,35.1,0,نفس المكان بفاصل زمني
62.4,129.0,1,0,1,0,0,0,0.79,60.8,1,عضوي موجب
5044.2,5962404.0,0,0,0,0,1,0,0.737,63.5,0,عضوي سالب
0.0,115.0,1,0,0,0,1,0,0.769,80.7,1,عضوي موجب
0.0,40.0,1,0,0,0,0,0,0.604,45.9,1,حريق+طبي مستقلان
5921.2,8376064.0,0,1,0,0,0,0,0.626,75.9,0,عضوي سالب
614.2,218.0,1,0,0,0,0,0,0.669,80.6,1,تشتت واسع
12.4,999.9,1,0,0,0,0,0,0.9,52.0,1,مبلغ متأخر
2567.7,18093451.0,0,1,0,0,0,0,0.907,48.8,0,عضوي سالب
99.6,136.0,1,0,0,0,1,0,0.494,29.1,1,عضوي موجب
64.3,133.0,1,0,0,0,1,0,0.337,60.4,0,كاذب انتهازي
0.0,81.0,0,1,0,0,0,0,0.864,37.9,1,انفجار مركب
0.0,32.0,1,0,0,0,0,0,0.745,49.2,1,عضوي موجب
4.6,273.0,1,0,0,0,0,0,0.443,65.5,1,عضوي موجب
0.0,204.0,1,0,0,0,0,0,0.72,75.5,1,عضوي موجب
242.4,2272609.0,1,0,1,1,0,0,0.671,61.2,0,عضوي سالب
12.6,347.0,1,0,0,0,0,0,0.699,68.8,1,عضوي موجب
36.9,237.0,0,1,0,0,0,0,0.911,22.8,1,انفجار مركب
0.0,103.0,1,0,0,0,0,0,0.788,51.5,1,عضوي موجب
0.0,947.8,1,0,0,0,0,0,0.624,55.0,1,مبلغ متأخر
217.7,29.0,1,0,0,0,0,0,0.665,91.1,1,تشتت واسع
0.0,152.0,1,0,0,0,0,0,0.799,35.8,1,عضوي موجب
37.6,246.0,1,0,0,0,0,0,0.874,76.5,1,عضوي موجب
1854.4,4285976.0,0,1,0,0,0,0,0.683,67.6,0,عضوي سالب
61.5,87.0,1,0,0,0,0,0,0.347,60.4,1,عضوي موجب
241.0,92.0,1,0,0,0,0,0,0.83,83.9,1,تشتت واسع
7285.5,14227523.0,0,0,0,0,0,0,0.907,46.4,0,عضوي سالب
0.0,161.0,1,0,0,0,0,0,0.71,21.0,1,مبلغ متأخر
75.6,24.0,1,0,0,0,0,0,0.748,36.6,1,عضوي موجب
260.9,14.0,1,0,0,0,0,0,0.646,70.8,1,تشتت واسع
3951.4,9753059.0,0,1,0,0,0,0,0.87,36.6,0,عضوي سالب
41.1,90.0,1,0,0,0,0,0,0.629,25.3,1,عضوي موجب
9315.6,5267529.0,0,0,0,0,0,0,0.639,63.1,0,عضوي سالب
0.0,240.0,1,0,0,0,0,0,0.671,95.9,1,عضوي موجب
0.0,84.0,1,0,0,0,0,0,0.692,66.9,1,حريق+طبي مستقلان
38.4,395.0,1,0,0,0,0,0,0.595,73.7,1,عضوي موجب
149.5,28.0,0,1,0,0,0,0,0.745,42.3,0,حريق+طبي مستقلان
8948.8,3746990.0,0,1,0,0,1,0,0.804,66.4,0,عضوي سالب
3808.8,15746601.0,1,0,0,0,0,0,0.904,57.2,0,عضوي سالب
0.0,24.0,1,0,0,0,0,0,0.761,46.8,1,مبلغ متأخر
0.0,53.0,1,0,0,0,1,0,0.834,49.2,1,عضوي موجب
0.0,71.0,1,0,0,0,1,0,0.799,39.5,1,عضوي موجب
169.6,1125.4,1,0,0,0,0,0,0.629,41.1,0,سلسلة حوادث سير
0.0,242.0,1,0,0,0,0,0,0.668,31.9,1,حريق+طبي مستقلان
53.1,11.0,1,0,0,0,1,0,0.835,53.6,1,عضوي موجب
20.8,27.0,1,0,0,0,0,0,0.623,22.4,1,حريق+طبي مستقلان
5217.5,3830513.0,0,0,0,0,1,0,0.718,59.3,0,عضوي سالب
5797.1,2423832.0,0,0,0,1,0,0,0.763,50.8,0,عضوي سالب
38.1,40.0,0,1,0,0,0,0,0.675,45.7,1,انفجار مركب
0.0,900.7,1,0,0,0,0,0,0.723,56.1,1,مبلغ متأخر
19.4,490.0,1,0,0,0,0,0,0.687,67.6,1,عضوي موجب
52.3,163.0,1,0,0,0,0,0,0.626,43.4,1,عضوي موجب
27.3,122.0,1,0,0,0,0,0,0.687,55.4,1,عضوي موجب
39.0,395.0,1,0,0,0,0,0,0.724,61.3,1,عضوي موجب
11.2,71.0,1,0,0,0,0,0,0.558,42.0,1,عضوي موجب
12.3,9.0,1,0,0,0,0,0,0.653,19.4,1,مبلغ متأخر
82.2,33.0,1,0,0,0,0,0,0.639,65.8,1,عضوي موجب
3271.1,13883368.0,0,1,0,0,0,0,0.581,72.2,0,عضوي سالب
0.0,84.0,1,0,0,0,0,0,0.771,56.2,1,كاذب انتهازي
104.5,66.0,1,0,0,0,1,0,0.622,35.3,1,مشاهدون بعيدون
0.0,31.0,1,0,1,1,0,0,0.605,53.1,0,جيران طبيون
87.0,321.0,1,0,0,0,0,0,0.918,79.4,1,عضوي موجب
24.7,104.0,1,0,0,0,0,0,0.659,76.2,1,عضوي موجب
31.4,213.0,1,0,0,0,0,0,0.636,66.9,1,عضوي موجب
0.0,124.0,1,0,0,0,0,0,0.558,63.2,1,عضوي موجب
0.0,212.0,1,0,0,0,0,0,0.833,72.2,1,عضوي موجب
4543.9,27492100.0,1,0,1,0,1,0,0.47,57.1,0,عضوي سالب
3974.8,8145.0,0,0,0,0,1,0,0.554,54.8,0,عضوي مع كاذب
64.9,369.0,1,0,0,0,1,0,0.685,78.3,1,عضوي موجب
0.0,163.0,1,0,0,0,1,0,0.72,54.0,1,عضوي موجب
2958.8,11654996.0,0,1,0,0,0,0,0.707,42.1,0,عضوي سالب
0.0,19.0,1,0,0,0,0,0,0.656,33.2,1,انفجار مركب
0.0,1396.4,1,0,0,0,0,0,0.6,50.3,0,نفس المكان بفاصل زمني
2879.2,12232477.0,0,1,0,0,0,0,0.914,33.0,0,عضوي سالب
0.0,54.0,1,0,1,0,0,0,0.772,49.9,1,عضوي موجب
67.4,189.0,1,0,0,0,1,0,0.799,38.9,1,مشاهدون بعيدون
3.4,300.0,1,0,0,0,0,0,0.799,45.0,1,حريقان متجاوران
2610.9,11770778.0,0,1,0,0,0,0,0.729,34.9,0,عضوي سالب
27.1,294.0,1,0,0,0,0,0,0.703,74.4,1,عضوي موجب
268.3,3.0,1,0,0,0,0,0,0.681,29.5,0,حريقان متجاوران
0.0,253.0,1,0,1,1,0,1,0.815,57.4,1,عضوي موجب
0.0,209.0,1,0,1,0,0,0,0.409,68.7,1,عضوي موجب
957.2,17107617.0,0,0,0,0,0,0,0.461,69.4,0,عضوي مع كاذب
27.8,71.0,1,0,0,0,1,0,0.768,51.8,1,عضوي موجب
0.0,338.0,1,0,0,0,0,0,0.669,73.6,1,عضوي موجب
0.0,231.0,1,0,0,0,1,0,0.781,90.9,1,عضوي موجب
47.1,4.0,1,0,0,0,0,0,0.558,43.9,1,عضوي موجب
38.5,114.0,1,0,0,0,0,0,0.746,34.6,1,مبلغ متأخر
6528.8,12762645.0,1,0,0,0,1,0,0.81,51.5,0,عضوي سالب
376.6,102.0,1,0,0,0,0,0,0.762,75.6,1,تشتت واسع
10930.9,9000797.0,1,0,0,0,0,0,0.809,78.4,0,عضوي سالب
5244.5,1165555.0,0,1,0,0,0,0,0.738,26.7,0,عضوي سالب
2.4,19.0,1,0,0,0,0,0,0.678,48.3,1,مبلغ متأخر
2712.5,23375723.0,0,0,0,0,0,0,0.301,51.8,0,عضوي مع كاذب
6.6,416.0,1,0,0,0,0,0,0.722,23.8,1,عضوي موجب
39.5,99.0,1,0,0,0,1,0,0.739,26.0,1,عضوي موجب
209.6,40.0,0,1,0,0,0,0,0.642,30.3,0,حريق+طبي مستقلان
40.1,141.0,1,0,0,0,0,0,0.894,43.6,1,عضوي موجب
14.8,49.0,1,0,0,0,0,0,0.556,55.1,1,عضوي موجب
168.3,184.0,1,0,0,0,1,0,0.739,43.3,1,مشاهدون بعيدون
21.7,96.0,1,0,0,0,0,0,0.463,66.9,1,عضوي موجب
35.6,14.0,1,0,0,0,1,0,0.876,63.6,1,عضوي موجب
